Name of the Nucleophile,Nucleophile ID Number,Type Of Nucleophile,Solvent,N,sN,EHF,EDFT,ECORR,EHF(HOMO),EDFT(HOMO),ECORR(HOMO),EHF(LUMO),EDFT(LUMO),ECORR(LUMO),cHF,cDFT,cCORR,hHF,hDFT,hCORR,mHF,mDFT,mCORR,wHF,wDFT,wCORR,dHF,dDFT,dCORR,HHF,HDFT,HCORR,GHF,GDFT,GCORR,NBOHF,NBODFT,NBOCORR,Mol.Mass,Surface Area,Volume,Ovality,Diameter,RG,E*DFT,E*HF,E*CORR,E*DFT(HOMO),E*HF(HOMO),E*CORR(HOMO),E*DFT(LUMO),E*HF(LUMO),E*CORR(LUMO),c*DFT,c*HF,c*CORR,h*DFT,h*HF,h*CORR,m*DFT,m*HF,m*CORR,w*DFT,w*HF,w*CORR,d*DFT,d*HF,d*CORR,H*DFT,H*HF,H*CORR,G*DFT,G*HF,G*CORR
2-(tert-butoxy)-1-((diphenylmethylene)amino)-2-oxoethan-1-ide (in DMSO),C473,C-Nucleophile,DMSO,27.770,0.470,-935.601,-941.620,-6.019,-0.219,-0.146,0.073,0.113,-0.027,-0.140,0.053,0.087,0.034,0.332,0.119,-0.213,-0.053,-0.087,-0.034,0.004,0.031,0.027,3.992,3.818,-0.174,-586857.101,-590647.894,-3790.793,-586901.341,-590693.397,-3792.055,-0.397,-0.248,0.149,294.368,380.824,451.418,1.338,15.394,3.720,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
chloro(phenylsulfonyl)methanide (in DMSO),C474,C-Nucleophile,DMSO,28.270,0.420,-1275.428,-1279.386,-3.958,-0.308,-0.190,0.118,0.099,-0.039,-0.138,0.105,0.115,0.010,0.407,0.151,-0.256,-0.105,-0.115,-0.010,0.013,0.043,0.030,13.277,12.398,-0.879,-800259.066,-802747.680,-2488.614,-800288.624,-802778.455,-2489.831,-0.818,-0.818,0.000,189.639,210.962,226.339,1.175,11.016,2.554,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
anion of 2-phenyl-propionitrile (in DMSO),C475,C-Nucleophile,DMSO,28.950,0.580,-400.079,-402.724,-2.645,-0.207,-0.137,0.070,0.149,0.010,-0.139,0.029,0.064,0.035,0.356,0.147,-0.209,-0.029,-0.064,-0.035,0.001,0.014,0.013,8.319,7.588,-0.731,-250953.425,-252618.774,-1665.350,-250980.412,-252646.319,-1665.907,-0.470,-0.564,-0.094,130.167,196.910,209.283,1.155,9.729,2.347,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
1-((4-chlorobenzylidene)amino)-2-ethoxy-2-oxoethan-1-ide (in DMSO),C476,C-Nucleophile,DMSO,29.020,0.490,-1086.852,-1091.494,-4.642,-0.221,-0.152,0.069,0.101,-0.033,-0.134,0.060,0.093,0.033,0.322,0.119,-0.203,-0.060,-0.093,-0.033,0.006,0.036,0.030,14.622,11.086,-3.536,-681869.463,-684789.704,-2920.241,-681904.087,-684827.436,-2923.349,-0.384,-0.248,0.136,224.664,280.638,308.622,1.271,13.701,3.744,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
1-(benzylideneamino)-2-ethoxy-2-oxoethan-1-ide (in DMSO),C477,C-Nucleophile,DMSO,29.100,0.500,-627.939,-631.869,-3.930,-0.217,-0.152,0.065,0.110,-0.030,-0.140,0.054,0.091,0.038,0.327,0.122,-0.205,-0.054,-0.091,-0.038,0.004,0.034,0.030,9.428,10.400,0.972,-393890.903,-396365.329,-2474.426,-393925.694,-396400.824,-2475.130,-0.382,-0.259,0.123,190.218,268.437,290.931,1.264,12.600,3.266,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
cyano((diphenylmethylene)amino)methanide,C478,C-Nucleophile,DMSO,29.500,0.500,-453.942,-456.876,-2.934,-0.216,-0.148,0.068,0.112,-0.024,-0.136,0.052,0.086,0.034,0.328,0.124,-0.204,-0.052,-0.086,-0.034,0.004,0.030,0.026,12.615,10.170,-2.445,-284756.524,-286602.948,-1846.424,-284784.552,-286631.499,-1846.946,-0.058,-0.082,-0.024,143.165,209.822,218.090,1.198,11.745,2.829,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
2-(benzylideneamino)-1-ethoxy-1-oxopropan-2-ide (in DMSO),C479,C-Nucleophile,DMSO,30.820,0.410,-666.981,-671.204,-4.223,-0.209,-0.144,0.065,0.113,-0.022,-0.135,0.048,0.083,0.035,0.322,0.122,-0.200,-0.048,-0.083,-0.035,0.004,0.028,0.025,7.762,4.914,-2.848,-418370.871,-421030.582,-2659.711,-418406.847,-421067.676,-2660.829,-0.162,-0.098,0.064,204.245,292.920,317.898,1.301,13.229,3.377,-553.272,-551.617,-1.655,-0.237,-0.369,0.132,0.028,0.154,-0.126,0.105,0.108,-0.003,0.265,0.523,-0.258,-0.105,-0.108,0.003,0.021,0.011,0.010,5.487,6.084,-0.597,-347129.964,-346087.646,-1042.318,-347152.046,-346109.226,-1042.820
Tri-p-tolylmethane ,H1,H-Nucleophile,MeCN,-8.800,0.820,-846.119,-851.826,-5.707,-0.305,-0.232,0.073,0.113,-0.022,-0.135,0.096,0.127,0.031,0.418,0.210,-0.208,-0.096,-0.127,-0.031,0.011,0.038,0.027,0.099,0.056,-0.043,-530688.600,-534282.940,-3594.340,-530728.383,-534330.116,-3601.732,0.199,0.225,0.026,286.410,390.391,467.739,1.340,13.994,3.684,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Bis(4-methoxyphenyl)phenylmethane ,H2,H-Nucleophile,MeCN,-7.000,0.820,-1070.716,-1077.508,-6.792,-0.295,-0.215,0.080,0.110,-0.025,-0.135,0.093,0.120,0.028,0.405,0.190,-0.215,-0.093,-0.120,-0.028,0.011,0.038,0.027,4.153,3.795,-0.358,-671611.298,-675889.602,-4278.304,-671659.600,-675939.640,-4280.041,0.194,0.223,0.029,334.408,419.817,500.291,1.378,15.332,4.165,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Tetraethylsilane,H3,H-Nucleophile,MeCN,-6.500,1.100,-603.636,-606.547,-2.911,-0.392,-0.272,0.120,0.145,0.031,-0.114,0.124,0.121,-0.003,0.537,0.303,-0.234,-0.124,-0.121,0.003,0.014,0.024,0.010,0.056,0.079,0.023,-378603.982,-380440.203,-1836.220,-378639.148,-380476.123,-1836.975,0.186,0.212,0.026,144.330,243.294,294.467,1.137,9.052,2.316,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
"(2,2-Diphenylethyl)diethyl(methyl)silane",H4,H-Nucleophile,Dichloromethane,-6.400,1.100,-1023.779,-1029.434,-5.655,-0.319,-0.243,0.076,0.118,-0.023,-0.141,0.101,0.133,0.033,0.437,0.220,-0.217,-0.101,-0.133,-0.033,0.012,0.040,0.029,0.367,0.360,-0.007,-642153.847,-645717.426,-3563.579,-642200.495,-645765.407,-3564.912,0.180,0.210,0.030,282.495,377.169,483.108,1.267,13.236,3.448,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Butyltrimethylsilane,H5,H-Nucleophile,Dichloromethane,-5.400,1.100,-564.610,-567.240,-2.630,-0.395,-0.276,0.119,0.141,0.031,-0.110,0.127,0.123,-0.004,0.536,0.307,-0.229,-0.127,-0.123,0.004,0.015,0.024,0.009,0.097,0.078,-0.019,-354135.704,-355794.096,-1658.392,-354168.643,-355827.954,-1659.312,0.156,0.211,0.055,130.303,238.807,270.969,1.179,11.180,2.548,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"1,3-Bis(trimethylsilyl)propane",H6,H-Nucleophile,Dichloromethane,-5.300,1.100,-932.835,-936.650,-3.815,-0.379,-0.263,0.116,0.136,0.026,-0.110,0.122,0.119,-0.003,0.515,0.289,-0.226,-0.122,-0.119,0.003,0.014,0.024,0.010,0.096,0.079,-0.017,-585149.178,-587553.232,-2404.054,-585190.759,-587595.790,-2405.031,0.157,0.185,0.028,188.458,313.926,374.736,1.249,13.050,3.277,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Tris(4-methoxyphenyl)methane ,H7,H-Nucleophile,MeCN,-5.180,0.820,-1070.714,-1077.509,-6.795,-0.298,-0.215,0.083,0.110,-0.025,-0.135,0.094,0.120,0.026,0.408,0.190,-0.218,-0.094,-0.120,-0.026,0.011,0.038,0.027,4.697,3.779,-0.918,-671610.147,-675889.603,-4279.456,-671658.845,-675939.737,-4280.892,0.195,0.223,0.028,334.408,419.809,500.301,1.378,15.317,4.165,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Diethylether,H8,H-Nucleophile,Dichloromethane,-5.100,0.800,-232.210,-233.734,-1.524,-0.417,-0.259,0.158,0.161,0.047,-0.114,0.128,0.106,-0.022,0.578,0.306,-0.272,-0.128,-0.106,0.022,0.014,0.018,0.004,1.610,1.461,-0.149,-145618.609,-146580.483,-961.874,-145641.792,-146603.920,-962.128,0.124,0.152,0.028,74.122,156.346,152.164,1.134,9.031,1.834,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Dimethoxymethane,H9,H-Nucleophile,Dichloromethane,-4.900,0.800,-268.029,-269.631,-1.602,-0.425,-0.266,0.159,0.159,0.046,-0.113,0.133,0.110,-0.023,0.584,0.312,-0.272,-0.133,-0.110,0.023,0.015,0.019,0.004,2.540,2.337,-0.203,-168110.542,-169120.830,-1010.289,-168133.958,-169144.525,-1010.566,0.117,0.148,0.031,76.094,141.756,135.042,1.114,8.167,1.658,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Trimethyl(3-(trimethylgermyl)propyl)silane,H10,H-Nucleophile,MeCN,-4.800,1.100,-2719.200,-2724.123,-4.923,-0.369,-0.258,0.111,0.135,0.026,-0.109,0.117,0.116,-0.001,0.504,0.284,-0.220,-0.117,-0.116,0.001,0.014,0.024,0.010,0.127,0.123,-0.004,-1706110.409,-1709210.139,-3099.730,-1706153.777,-1709254.684,-3100.907,0.158,0.186,0.028,233.012,319.184,379.905,1.258,13.175,3.202,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
"1,6-Bis(trimethylsilyl)hexane",H11,H-Nucleophile,Dichloromethane,-4.700,1.100,-1049.968,-1054.623,-4.655,-0.383,-0.267,0.116,0.140,0.031,-0.109,0.122,0.118,-0.003,0.523,0.298,-0.225,-0.122,-0.118,0.003,0.014,0.023,0.009,0.000,0.000,0.000,-658591.727,-661526.612,-2934.885,-658640.270,-661576.282,-2936.011,0.154,0.182,0.028,230.538,380.848,458.505,1.325,16.903,4.583,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Tetraethylgermane ,H12,H-Nucleophile,MeCN,-4.700,1.100,-2390.002,-2394.023,-4.021,-0.377,-0.263,0.114,0.138,0.026,-0.112,0.120,0.119,-0.001,0.515,0.289,-0.226,-0.120,-0.119,0.001,0.014,0.024,0.010,0.000,0.000,0.000,-1499566.741,-1502099.064,-2532.323,-1499602.067,-1502136.679,-2534.612,0.182,0.206,0.024,188.884,248.374,300.948,1.144,10.004,2.076,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Triphenylmethane,H13,H-Nucleophile,Dichloromethane,-4.270,0.800,-728.982,-733.843,-4.861,-0.317,-0.241,0.076,0.113,-0.024,-0.137,0.102,0.133,0.031,0.430,0.217,-0.213,-0.102,-0.133,-0.031,0.012,0.040,0.028,0.118,0.152,0.034,-457240.249,-460301.628,-3061.378,-457277.156,-460339.790,-3062.633,0.197,0.226,0.029,244.330,323.051,383.514,1.266,11.746,3.154,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Bis(4-(dimethylamino)phenyl)phenylmethane ,H14,H-Nucleophile,MeCN,-4.200,0.820,-995.206,-1001.849,-6.643,-0.276,-0.191,0.085,0.114,-0.020,-0.134,0.081,0.106,0.025,0.390,0.171,-0.219,-0.081,-0.106,-0.025,0.008,0.033,0.024,1.221,2.516,1.295,-624195.607,-628381.965,-4186.358,-624244.889,-628432.734,-4187.845,0.193,0.221,0.028,330.466,431.804,527.276,1.368,15.807,4.132,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Allylbenzene,H15,H-Nucleophile,Dichloromethane,-4.120,0.970,-346.699,-349.050,-2.351,-0.330,-0.250,0.080,0.128,-0.017,-0.145,0.101,0.134,0.033,0.458,0.233,-0.225,-0.101,-0.134,-0.033,0.011,0.038,0.027,0.248,0.245,-0.003,-217443.663,-218925.655,-1481.991,-217470.103,-218952.725,-1482.622,0.184,0.213,0.029,118.176,198.744,210.560,1.161,10.195,2.293,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"2-Isopropyl-4,5-dimethyl-1,3-dioxolane (ani)",H16,H-Nucleophile,Dichloromethane,-4.100,0.800,-462.110,-465.069,-2.959,-0.407,-0.259,0.148,0.159,0.046,-0.113,0.124,0.107,-0.018,0.566,0.305,-0.261,-0.124,-0.107,0.018,0.014,0.019,0.005,1.802,1.751,-0.051,-289815.493,-291682.322,-1866.829,-289845.993,-291713.520,-1867.527,0.105,0.137,0.032,144.211,228.349,253.692,1.178,10.130,2.314,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"1,1-Dimethylsilolane",H18,H-Nucleophile,Dichloromethane,-3.860,1.100,-524.390,-526.696,-2.306,-0.390,-0.271,0.119,0.143,0.034,-0.109,0.124,0.119,-0.005,0.533,0.305,-0.228,-0.124,-0.119,0.005,0.014,0.023,0.009,0.270,0.260,-0.010,-328930.557,-330384.155,-1453.598,-328957.341,-330411.582,-1454.241,0.194,0.218,0.024,114.261,197.942,222.391,1.115,8.296,1.899,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"1,3-Dioxepane",H19,H-Nucleophile,Dichloromethane,-3.800,0.800,-344.960,-347.079,-2.119,-0.410,-0.257,0.153,0.163,0.049,-0.114,0.124,0.104,-0.020,0.573,0.306,-0.267,-0.124,-0.104,0.020,0.013,0.018,0.004,1.266,1.250,-0.016,-216359.836,-217696.114,-1336.277,-216382.454,-217719.176,-1336.721,0.115,0.147,0.032,102.132,158.306,167.617,1.077,7.515,1.666,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Tetrahydrofuran ,H21,H-Nucleophile,Dichloromethane,-3.500,0.800,-231.038,-232.517,-1.479,-0.407,-0.249,0.158,0.155,0.041,-0.114,0.126,0.104,-0.022,0.562,0.290,-0.272,-0.126,-0.104,0.022,0.014,0.019,0.005,2.287,2.200,-0.087,-144897.126,-145830.043,-932.917,-144917.720,-145850.988,-933.267,0.144,0.173,0.029,72.106,133.149,131.495,1.065,6.588,1.371,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"2-Isopropyl-4,5-dimethyl-1,3-dioxolane (syn)",H22,H-Nucleophile,Dichloromethane,-3.500,0.800,-462.107,-465.067,-2.960,-0.408,-0.260,0.148,0.156,0.043,-0.113,0.126,0.109,-0.018,0.564,0.303,-0.261,-0.126,-0.109,0.018,0.014,0.019,0.005,1.755,1.689,-0.066,-289813.751,-291680.861,-1867.110,-289843.760,-291711.682,-1867.922,0.105,0.136,0.031,144.211,225.366,252.844,1.166,10.102,2.272,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Trimethyl(phenethyl)silane,H23,H-Nucleophile,Dichloromethane,-3.500,1.100,-716.117,-719.697,-3.580,-0.325,-0.245,0.080,0.131,-0.011,-0.142,0.097,0.128,0.031,0.456,0.234,-0.222,-0.097,-0.128,-0.031,0.010,0.035,0.025,0.522,0.583,0.061,-449189.813,-451445.955,-2256.143,-449226.042,-451483.185,-2257.143,0.172,0.200,0.028,178.346,280.927,325.673,1.227,12.486,3.135,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"2-Methyl-1,3-dioxolane",H26,H-Nucleophile,Dichloromethane,-3.300,0.800,-305.922,-307.758,-1.836,-0.420,-0.264,0.156,0.161,0.047,-0.114,0.130,0.109,-0.021,0.581,0.311,-0.270,-0.130,-0.109,0.021,0.014,0.019,0.004,1.732,1.605,-0.127,-191883.498,-193041.648,-1158.150,-191906.229,-193064.805,-1158.576,0.105,0.136,0.031,88.105,145.976,143.904,1.099,7.602,1.546,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
Tris(4-(dimethylamino)phenyl)methane,H27,H-Nucleophile,MeCN,-3.300,0.820,-1128.317,-1135.852,-7.535,-0.283,-0.186,0.097,0.114,-0.017,-0.131,0.085,0.102,0.017,0.397,0.169,-0.228,-0.085,-0.102,-0.017,0.009,0.030,0.021,1.542,1.696,0.154,-707673.086,-712421.643,-4748.557,-707727.596,-712479.007,-4751.411,0.194,0.217,0.023,373.534,486.010,599.248,1.414,15.790,4.491,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
"1,2-Dihydronaphthalene ",H28,H-Nucleophile,MeCN,-3.300,1.000,-384.590,-387.180,-2.590,-0.299,-0.223,0.076,0.105,-0.038,-0.143,0.097,0.131,0.034,0.404,0.185,-0.219,-0.097,-0.131,-0.034,0.012,0.046,0.034,0.874,0.889,0.015,-241215.678,-242847.718,-1632.039,-241240.467,-242873.066,-1632.599,0.193,0.210,0.017,130.186,197.182,216.139,1.132,9.613,2.141,-132.801,-131.970,-0.831,-0.341,-0.475,0.134,0.029,0.156,-0.127,0.156,0.160,-0.004,0.370,0.631,-0.261,-0.156,-0.160,0.004,0.033,0.020,0.013,4.728,4.934,-0.206,-83302.890,-82779.224,-523.666,-83320.775,-82796.997,-523.778
Dichloro(methyl)silane,H29,H-Nucleophile,Dichloromethane,-3.200,0.730,-1248.281,-1250.612,-2.331,-0.447,-0.320,0.127,0.140,-0.002,-0.142,0.154,0.161,0.008,0.587,0.318,-0.269,-0.154,-0.161,-0.008,0.020,0.041,0.021,3.493,3.379,-0.114,-783271.439,-784736.057,-1464.618,-783294.674,-784759.578,-1464.905,-0.212,-0.160,0.052,115.034,143.222,140.524,1.096,7.143,1.678,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"3-Methyl-1,4-pentadiene",H31,H-Nucleophile,Dichloromethane,-3.080,0.970,-233.041,-234.679,-1.638,-0.363,-0.264,0.099,0.151,-0.003,-0.154,0.106,0.134,0.028,0.514,0.261,-0.253,-0.106,-0.134,-0.028,0.011,0.034,0.023,0.423,0.447,0.024,-146136.260,-147169.627,-1033.367,-146160.234,-147193.950,-1033.717,0.186,0.219,0.033,82.144,163.801,169.128,1.108,8.584,1.833,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"2,4,5-Trimethyl-1,3-dioxolane (anti)",H32,H-Nucleophile,Dichloromethane,-3.000,0.800,-384.022,-386.420,-2.398,-0.413,-0.261,0.152,0.160,0.046,-0.114,0.127,0.108,-0.019,0.573,0.307,-0.266,-0.127,-0.108,0.019,0.014,0.019,0.005,1.776,1.714,-0.062,-240853.676,-242366.157,-1512.482,-240880.150,-242393.231,-1513.081,0.106,0.137,0.031,116.158,188.291,199.314,1.141,8.829,1.930,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"1,4-Pentadiene",H33,H-Nucleophile,Dichloromethane,-2.990,0.970,-193.999,-195.356,-1.357,-0.362,-0.264,0.098,0.150,-0.004,-0.154,0.106,0.134,0.028,0.512,0.260,-0.252,-0.106,-0.134,-0.028,0.011,0.035,0.024,0.377,0.396,0.019,-121657.167,-122512.889,-855.722,-121678.905,-122535.725,-856.820,0.187,0.215,0.028,68.117,149.359,144.297,1.123,8.582,1.805,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
"2-Ethyl-4,5-dimethyl-1,3-dioxolane (anti)",H34,H-Nucleophile,Dichloromethane,-2.900,0.800,-423.066,-425.744,-2.678,-0.410,-0.259,0.151,0.160,0.046,-0.114,0.125,0.107,-0.019,0.570,0.305,-0.265,-0.125,-0.107,0.019,0.014,0.019,0.005,1.724,1.670,-0.054,-265334.343,-267023.832,-1689.490,-265362.977,-267053.236,-1690.258,0.105,0.136,0.031,130.185,210.156,227.215,1.167,10.095,2.182,-959.769,-958.050,-1.719,-0.317,-0.450,0.133,-0.024,0.135,-0.159,0.171,0.158,0.013,0.293,0.585,-0.292,-0.171,-0.158,-0.013,0.050,0.021,0.028,2.237,2.431,-0.194,-602243.077,-601163.243,-1079.834,-602262.364,-601182.385,-1079.979
